molecule,energy_eV,sigma_a0_2
Ethanol,96.25,23.371708900193152
Ethanol,97.0,23.325362489868972
Ethanol,97.75,23.279016079544792
Ethanol,98.5,23.232669669220613
Ethanol,99.25,23.186323258896433
Ethanol,100.0,23.139976848572253
Water,25.0,2.220509010342682
Water,25.75,2.405378838389673
Water,26.5,2.590248666436664
Water,27.25,2.775118494483655
Water,28.0,2.959988322530646
Water,28.75,3.1448581505776367
Water,29.5,3.3297279786246277
Water,30.25,3.5145978066716186
Water,31.0,3.6994676347186095
Water,31.75,3.8551697972496024
Water,32.5,3.985350252454097
Water,33.25,4.115530707658592
Water,34.0,4.245711162863087
Water,34.75,4.375891618067581
Water,35.5,4.506072073272076
Water,36.25,4.63625252847657
Water,37.0,4.766432983681065
Water,37.75,4.894303484230833
Water,38.5,4.989834619614426
Water,39.25,5.085365754998018
Water,40.0,5.180896890381611
Water,40.75,5.276428025765203
Water,41.5,5.371959161148796
Water,42.25,5.467490296532389
Water,43.0,5.563021431915981
Water,43.75,5.658552567299575
Water,44.5,5.740407792055085
Water,45.25,5.813145743058541
Water,46.0,5.885883694061998
Water,46.75,5.958621645065454
Water,47.5,6.031359596068911
Water,48.25,6.104097547072367
Water,49.0,6.176835498075824
Water,49.75,6.24957344907928
Water,50.5,6.317331099508193
Water,51.25,6.352716796202568
Water,52.0,6.388102492896943
Water,52.75,6.423488189591318
Water,53.5,6.458873886285693
Water,54.25,6.494259582980068
Water,55.0,6.529645279674443
Water,55.75,6.565030976368819
Water,56.5,6.600416673063194
Water,57.25,6.631126947485319
Water,58.0,6.659499510771319
Water,58.75,6.687872074057319
Water,59.5,6.716244637343319
Water,60.25,6.744617200629319
Water,61.0,6.772989763915319
Water,61.75,6.8013623272013195
Water,62.5,6.82973489048732
Water,63.25,6.85616769840002
Water,64.0,6.874841484819519
Water,64.75,6.893515271239019
Water,65.5,6.9121890576585185
Water,66.25,6.930862844078018
Water,67.0,6.9495366304975175
Water,67.75,6.9682104169170165
Water,68.5,6.986884203336516
Water,69.25,7.005557989756015
Water,70.0,7.024231776175515
Water,70.75,7.042905562595014
Water,71.5,7.061579349014514
Water,72.25,7.080253135434013
Water,73.0,7.098926921853512
Water,73.75,7.117600708273012
Water,74.5,7.136274494692511
Water,75.25,7.154948281112011
Water,76.0,7.172308677194021
Water,76.75,7.186057249847939
Water,77.5,7.1998058225018555
Water,78.25,7.213554395155772
Water,79.0,7.227302967809689
Water,79.75,7.241051540463606
Water,80.5,7.254800113117523
Water,81.25,7.26854868577144
Water,82.0,7.2822972584253565
Water,82.75,7.286494666859007
Water,83.5,7.288304284237591
Water,84.25,7.290113901616175
Water,85.0,7.291923518994759
Water,85.75,7.293733136373343
Water,86.5,7.295542753751927
Water,87.25,7.297352371130511
Water,88.0,7.299161988509095
Water,88.75,7.300971605887678
Water,89.5,7.302781223266263
Water,90.25,7.304590840644846
Water,91.0,7.30640045802343
Water,91.75,7.308210075402014
Water,92.5,7.310019692780598
Water,93.25,7.311829310159182
Water,94.0,7.313638927537766
Water,94.75,7.315448544916349
Water,95.5,7.316341125886369
Water,96.25,7.317092624331995
Water,97.0,7.31784412277762
Water,97.75,7.3185956212232455
Water,98.5,7.319347119668871
Water,99.25,7.320098618114497
Water,100.0,7.3208501165601225
